tissue	group	total.mRNA.mol	well	sex	age	diameter	cell_id	level1class	level2class
ca1hippocampus	3	10762	21	-1	27	11.4	1772066096_E03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	9818	22	1	23	0	1772066102_F03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	8681	78	-1	28	11	1772066076_F10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	8825	84	1	24	8.92	1772066100_D11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	9090	51	1	24	0	1772066101_C07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14498	17	1	24	7.42	1772066100_A03	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	15653	71	0	26	11.4	1772067076_G09	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	14152	1	-1	27	11.2	1772067058_A01	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	12926	51	1	24	0	1772067093_C07	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	19483	6	1	24	10.7	1772066070_F01	pyramidal CA1	SubPyr
ca1hippocampus	3	14029	31	1	24	12.2	1772067094_G04	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	9601	74	-1	26	10.9	1772067054_B10	pyramidal CA1	CA1PyrInt
ca1hippocampus	3	8537	63	-1	27	0	1772067058_G08	pyramidal CA1	CA1PyrInt
ca1hippocampus	3	5484	38	1	24	10.3	1772066100_F05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16439	48	-1	23	11.8	1772066077_H06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10936	37	-1	24	9.26	1772071044_E05	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	11250	35	1	28	9.28	1772071035_C05	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	11450	19	-1	26	8.58	1772066103_C03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	7408	73	1	24	12.6	1772066100_A10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11689	33	1	28	11.6	1772071036_A05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10054	5	-1	27	6.99	1772066096_E01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	7167	15	-1	28	12.6	1772066080_G02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10322	93	1	24	12.3	1772066101_E12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12508	12	-1	26	9.78	1772066098_D02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14940	82	1	24	15.8	1772066107_B11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	8207	40	-1	26	12	1772066098_H05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	8327	50	1	24	7.4	1772066100_B07	pyramidal CA1	CA1Pyr2
sscortex	3	9288	25	-1	26	12.8	1772066104_A04	pyramidal SS	(none)
ca1hippocampus	3	7888	91	1	24	12.3	1772066101_C12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11671	79	1	24	12	1772066101_G10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10538	70	-1	26	0	1772066073_F09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10878	50	1	23	0	1772066102_B07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16654	37	1	23	11.1	1772066102_E05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	9437	38	1	23	10.5	1772066102_F05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10148	78	1	24	12.7	1772066100_F10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10164	19	-1	26	11.3	1772066098_C03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10003	21	-1	26	7.19	1772066098_E03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14319	38	1	28	12.4	1772071035_F05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18742	46	-1	27	11.2	1772066095_F06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12843	3	1	24	12.1	1772066101_C01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	24884	88	-1	26	21.4	1772066097_H11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	7637	23	1	28	11.9	1772071036_G03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	6264	36	-1	26	11.4	1772066098_D05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	8953	23	-1	27	11.1	1772066095_G03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11048	59	1	24	12.3	1772066101_C08	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12800	60	1	24	9.73	1772066101_D08	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	9274	82	-1	27	0	1772066095_B11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	7361	75	-1	26	0	1772066097_C10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11117	76	-1	27	0	1772066096_D10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11335	48	-1	26	12.8	1772066098_H06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10753	20	1	24	8.45	1772066101_D03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11378	37	-1	27	0	1772066096_E05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11527	41	-1	26	12.4	1772066098_A06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	6984	40	-1	28	11.1	1772066080_H05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10322	54	-1	26	12.3	1772066098_F07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	9319	10	-1	26	10.1	1772066098_B02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11399	94	1	23	0	1772066099_F12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13262	86	-1	23	11.1	1772066090_F11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13047	2	-1	28	11.6	1772066080_B01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12600	34	1	24	11	1772066107_B05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12694	40	-1	27	9.26	1772067057_H05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14875	46	1	23	11	1772066102_F06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10685	58	-1	26	0	1772066073_B08	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	9754	15	1	24	0	1772066100_G02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13616	13	-1	26	10.4	1772066098_E02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13935	33	-1	26	0	1772066097_A05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15463	76	-1	26	0	1772066073_D10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14712	69	-1	26	0	1772066098_E09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13554	5	1	28	7.51	1772071036_E01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	7344	31	1	24	12.2	1772066101_G04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	6843	68	-1	26	0	1772066098_D09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	7683	74	-1	27	10.4	1772066096_B10	pyramidal CA1	CA1Pyr2
sscortex	3	7336	1	-1	26	0	1772066104_A01	pyramidal SS	(none)
ca1hippocampus	3	14037	44	-1	26	16.2	1772066097_D06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	8051	57	-1	26	0	1772066098_A08	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10566	52	-1	26	11.2	1772066097_D07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15215	96	1	24	14.5	1772066107_H12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11020	80	-1	24	12.7	1772066089_H10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	17896	8	1	24	12.5	1772066101_H01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10559	35	-1	28	10.4	1772066076_C05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13397	12	1	24	0	1772066101_D02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12913	10	-1	24	0	1772066089_B02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12115	90	-1	28	10.9	1772066080_B12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15853	65	0	26	11.7	1772067076_A09	pyramidal CA1	SubPyr
ca1hippocampus	3	11667	15	-1	27	10.6	1772066096_G02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	22045	94	-1	26	13.4	1772066097_F12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18906	45	-1	28	20.4	1772066080_E06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15523	30	-1	26	0	1772066073_F04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	17676	70	-1	27	0	1772066096_F09	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	12461	2	-1	26	10	1772066074_B01	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	10596	14	-1	26	12.4	1772066098_F02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10621	4	-1	27	10.8	1772066095_D01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	9058	9	-1	26	12.6	1772066098_A02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	7952	84	1	24	11.3	1772066101_D11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13374	32	-1	26	13	1772066098_H04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10477	81	1	24	13.7	1772066100_A11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	8874	58	-1	26	7.06	1772066074_B08	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	7187	74	1	23	11	1772066099_B10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	9821	35	-1	28	11.6	1772066080_C05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12799	35	1	23	11.4	1772066099_C05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16169	95	-1	24	19.4	1772066089_G12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12143	24	1	23	14.3	1772066099_H03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12754	4	-1	28	11.4	1772066080_D01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13637	33	1	24	12.3	1772066070_A05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11797	8	-1	26	11.4	1772066073_H01	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	9306	38	1	24	22.4	1772066101_F05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10665	5	-1	26	7.25	1772066098_E01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13781	93	-1	26	16.3	1772066097_E12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	7698	74	-1	27	0	1772066095_B10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10782	35	-1	27	8.3	1772066096_C05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	9756	74	-1	24	11.9	1772066089_B10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10104	86	1	24	12.2	1772066101_F11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10248	1	-1	26	17.2	1772066074_A01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13532	83	-1	26	11.9	1772066097_C11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13731	75	-1	26	0	1772066073_C10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11222	25	1	24	12.5	1772066101_A04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14609	39	1	23	13.2	1772066108_G05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11907	35	-1	26	9.51	1772066097_C05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11191	90	1	24	12.4	1772066107_B12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	27272	70	-1	24	12.2	1772066089_F09	pyramidal CA1	SubPyr
ca1hippocampus	3	19453	38	1	23	11	1772066099_F05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19076	74	-1	23	12.2	1772066090_B10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16586	3	-1	27	12.8	1772066095_C01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19560	93	-1	27	8.53	1772066096_E12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19081	37	-1	26	12.8	1772066098_E05	pyramidal CA1	SubPyr
ca1hippocampus	3	7440	36	1	23	10.3	1772066102_D05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11542	39	-1	24	13.8	1772066089_G05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16159	17	-1	28	12.2	1772066076_A03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11268	81	-1	26	12.6	1772066097_A11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10205	89	1	23	18.4	1772066102_A12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13265	69	1	24	0	1772066100_E09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14912	40	1	24	15.4	1772066070_H05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12116	79	-1	24	8.03	1772066089_G10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13821	32	0	26	11.6	1772067076_H04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14192	33	-1	26	17.8	1772066103_A05	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	12717	19	-1	27	13.1	1772066095_C03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18757	86	-1	24	12.9	1772066089_F11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18387	73	-1	26	10.7	1772066073_A10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14232	79	-1	26	13.8	1772066097_G10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11180	67	-1	26	0	1772066098_C09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14193	24	-1	26	7.95	1772066097_H03	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	15227	1	-1	27	13.3	1772066096_A01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13600	76	-1	27	11	1772067057_D10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	8224	80	-1	26	0	1772066097_H10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11660	43	-1	27	11.6	1772066095_C06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	8070	66	-1	27	0	1772066095_B09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11070	65	-1	26	14.5	1772066074_A09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13068	6	-1	27	0	1772066096_F01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16543	41	-1	26	12	1772066097_A06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10990	73	1	23	11.8	1772066102_A10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16420	57	1	23	15.4	1772066099_A08	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12394	65	-1	24	0	1772066089_A09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12501	11	-1	26	0	1772066097_C02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15342	9	1	23	12.8	1772066102_A02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16172	52	-1	26	10	1772066074_D07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	20746	91	-1	27	11	1772067057_C12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	7935	82	1	23	11.9	1772066099_B11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10819	5	-1	28	10.8	1772066076_E01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15732	83	-1	26	0	1772066073_C11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12706	54	-1	26	0	1772066074_F07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10333	35	1	24	12.4	1772066101_C05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11655	79	-1	27	0	1772066096_G10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11724	40	1	23	6.87	1772066099_H05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16185	34	-1	26	12.4	1772066097_B05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16869	96	-1	27	0	1772066095_H12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15071	25	-1	28	10.5	1772066076_A04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15125	24	-1	28	11.4	1772066080_H03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16302	39	1	23	12.5	1772066102_G05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16817	23	-1	28	14.3	1772066080_G03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18211	46	-1	26	6.03	1772066073_F06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14248	43	-1	27	10.1	1772067057_C06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	29205	49	0	26	12.3	1772067076_A07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11679	59	-1	26	8.52	1772066098_C08	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15920	26	-1	26	13.5	1772066097_B04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14306	31	1	24	12.5	1772066107_G04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15622	79	1	23	15.1	1772066099_G10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13648	87	-1	24	11	1772066089_G11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13538	39	-1	26	12.2	1772066097_G05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	24542	94	-1	27	20.5	1772066096_F12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	17172	27	-1	26	12	1772066073_C04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15004	76	-1	24	14.3	1772066089_D10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	23798	95	1	23	13.7	1772066099_G12	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	16702	1	-1	26	13.4	1772066097_A01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16163	41	1	23	11.9	1772066099_A06	pyramidal CA1	CA1Pyr2
ca1hippocampus	4	14253	55	-1	27	9.94	1772067057_G07	oligodendrocytes	Oligo1
ca1hippocampus	4	29273	51	0	26	0	1772067076_C07	oligodendrocytes	Oligo1
sscortex	4	14320	55	-1	24	8.72	1772067064_G07	oligodendrocytes	Oligo1
sscortex	4	5375	60	1	26	9.7	1772067070_D08	oligodendrocytes	Oligo1
sscortex	4	23509	20	1	20	7.89	1772058177_D03	oligodendrocytes	Oligo1
sscortex	4	36376	51	1	28	13.1	1772067074_C07	oligodendrocytes	Oligo1
sscortex	4	23606	23	-1	27	13.5	1772063070_G03	oligodendrocytes	Oligo1
sscortex	4	27996	68	1	20	12.8	1772058177_D09	oligodendrocytes	Oligo3
ca1hippocampus	4	17707	55	-1	28	0	1772066080_G07	oligodendrocytes	Oligo1
sscortex	4	17004	51	-1	21	11.8	1772063063_C07	oligodendrocytes	Oligo1
ca1hippocampus	4	13399	52	-1	28	10	1772066080_D07	oligodendrocytes	Oligo1
sscortex	4	24504	79	1	27	12.7	1772062114_G10	oligodendrocytes	Oligo1
sscortex	4	14607	39	-1	31	13.1	1772063061_G05	oligodendrocytes	Oligo1
sscortex	4	20306	11	-1	26	11.5	1772058171_C02	oligodendrocytes	Oligo1
sscortex	4	15442	20	-1	24	10.8	1772067063_D03	oligodendrocytes	Oligo1
sscortex	4	17734	54	1	24	12.6	1772062111_F07	oligodendrocytes	Oligo1
ca1hippocampus	4	16216	95	1	28	9.97	1772071036_G12	oligodendrocytes	Oligo1
sscortex	4	5668	33	1	26	11	1772067070_A05	oligodendrocytes	Oligo1
sscortex	4	9746	40	1	24	12.1	1772062111_H05	oligodendrocytes	Oligo1
sscortex	4	15258	89	1	27	10.9	1772062114_A12	oligodendrocytes	Oligo1
ca1hippocampus	4	4601	34	-1	27	9.39	1772066095_B05	oligodendrocytes	Oligo1
sscortex	4	7605	38	1	22	9.83	1772060226_F05	oligodendrocytes	Oligo1
ca1hippocampus	4	6497	27	-1	26	11.9	1772066098_C04	oligodendrocytes	Oligo1
sscortex	4	10689	65	-1	28	10.5	1772062115_A09	oligodendrocytes	Oligo1
ca1hippocampus	4	7931	38	-1	23	10.6	1772066090_F05	oligodendrocytes	Oligo1
sscortex	4	12340	33	1	22	12.6	1772062109_A05	oligodendrocytes	Oligo1
sscortex	4	12158	34	1	22	12.7	1772062116_B05	oligodendrocytes	Oligo1
sscortex	4	5582	73	-1	23	11.2	1772060240_A10	oligodendrocytes	Oligo1
ca1hippocampus	4	17538	95	1	24	12.5	1772066070_G12	oligodendrocytes	Oligo1
sscortex	4	12834	52	-1	28	10.8	1772062115_D07	oligodendrocytes	Oligo1
sscortex	4	8486	62	-1	21	10.5	1772063063_F08	oligodendrocytes	Oligo1
sscortex	4	13082	55	1	24	19	1772060224_G07	oligodendrocytes	Oligo1
sscortex	4	6841	26	1	24	7.34	1772060224_B04	oligodendrocytes	Oligo1
sscortex	4	9303	3	-1	28	11	1772062115_C01	oligodendrocytes	Oligo1
ca1hippocampus	4	7740	95	-1	23	11.1	1772066090_G12	oligodendrocytes	Oligo1
sscortex	4	3345	81	-1	28	10.1	1772060225_A11	oligodendrocytes	Oligo1
ca1hippocampus	4	4052	57	1	23	11.1	1772066108_A08	oligodendrocytes	Oligo1
sscortex	4	9331	66	-1	27	10.5	1772063078_B09	oligodendrocytes	Oligo1
sscortex	4	8247	53	1	20	10.6	1772063062_E07	oligodendrocytes	Oligo1
sscortex	4	4131	71	-1	28	10.9	1772062115_G09	oligodendrocytes	Oligo1
sscortex	4	5872	81	-1	27	13.9	1772063078_A11	oligodendrocytes	Oligo1
sscortex	4	9388	33	-1	28	11.6	1772060225_A05	oligodendrocytes	Oligo1
sscortex	4	6524	62	-1	28	10	1772062115_F08	oligodendrocytes	Oligo1
sscortex	4	13119	10	1	23	0	1772062128_B02	oligodendrocytes	Oligo4
sscortex	4	13611	85	1	20	10	1772058177_E11	oligodendrocytes	Oligo3
ca1hippocampus	4	14030	92	-1	23	12.4	1772067059_D12	oligodendrocytes	Oligo4
sscortex	4	13917	65	-1	31	9.18	1772063061_A09	oligodendrocytes	Oligo4
sscortex	4	32850	41	1	20	12.4	1772058177_A06	oligodendrocytes	Oligo3
sscortex	4	23214	70	-1	26	12.2	1772058171_F09	oligodendrocytes	Oligo3
sscortex	4	31752	2	-1	26	13.5	1772058171_B01	oligodendrocytes	Oligo3
sscortex	4	18980	77	1	20	12.1	1772058177_E10	oligodendrocytes	Oligo3
sscortex	4	43939	56	-1	26	12.3	1772058171_H07	oligodendrocytes	Oligo3
sscortex	4	14544	18	1	28	10.8	1772067073_B03	oligodendrocytes	Oligo4
sscortex	4	26470	40	1	26	13.6	1772067069_H05	oligodendrocytes	Oligo4
sscortex	4	22038	53	-1	21	13.6	1772063063_E07	oligodendrocytes	Oligo4
sscortex	4	14300	18	1	26	11.8	1772067069_B03	oligodendrocytes	Oligo4
sscortex	4	28244	53	1	28	12.3	1772067074_E07	oligodendrocytes	Oligo2
sscortex	4	23640	46	1	26	12.3	1772067069_F06	oligodendrocytes	Oligo2
sscortex	4	14769	67	-1	23	11.5	1772060240_C09	oligodendrocytes	Oligo4
ca1hippocampus	4	14915	47	-1	24	14.2	1772071044_G06	oligodendrocytes	Oligo2
sscortex	4	19552	22	-1	21	11.1	1772063063_F03	oligodendrocytes	Oligo4
sscortex	4	11496	26	-1	21	11.2	1772063063_B04	oligodendrocytes	Oligo4
ca1hippocampus	4	12395	9	-1	23	10.6	1772067060_A02	oligodendrocytes	Oligo4
ca1hippocampus	4	7733	38	-1	23	9.08	1772067059_F05	oligodendrocytes	Oligo4
ca1hippocampus	4	8827	82	-1	26	12.3	1772066098_B11	oligodendrocytes	Oligo1
sscortex	4	21870	81	-1	31	10.7	1772063061_A11	oligodendrocytes	Oligo4
sscortex	4	7404	11	-1	21	11.7	1772063063_C02	oligodendrocytes	Oligo4
sscortex	4	5841	86	-1	23	10.1	1772060240_F11	oligodendrocytes	Oligo2
sscortex	4	8526	38	-1	21	11.7	1772063063_F05	oligodendrocytes	Oligo4
sscortex	4	10394	46	-1	28	11.6	1772060225_F06	oligodendrocytes	Oligo4
sscortex	4	16773	78	-1	21	14.2	1772063063_F10	oligodendrocytes	Oligo2
sscortex	4	10784	53	-1	28	11.4	1772060225_E07	oligodendrocytes	Oligo4
sscortex	4	8337	76	-1	28	9.62	1772060225_D10	oligodendrocytes	Oligo4
sscortex	4	7908	50	-1	28	10.1	1772060225_B07	oligodendrocytes	Oligo4
sscortex	4	4233	77	-1	21	11.5	1772063063_E10	oligodendrocytes	Oligo2
sscortex	4	8040	95	1	22	11.6	1772060226_G12	oligodendrocytes	Oligo4
sscortex	4	6114	78	1	22	11.6	1772060226_F10	oligodendrocytes	Oligo4
ca1hippocampus	4	6410	41	-1	23	10.3	1772066077_A06	oligodendrocytes	Oligo2
sscortex	4	2778	58	1	22	12.4	1772062109_B08	oligodendrocytes	Oligo2
sscortex	4	6636	75	1	28	11.2	1772063079_C10	oligodendrocytes	Oligo4
sscortex	4	6656	88	-1	28	11.1	1772060225_H11	oligodendrocytes	Oligo4
sscortex	4	12198	78	1	24	11.8	1772062111_F10	oligodendrocytes	Oligo4
ca1hippocampus	4	9703	25	-1	23	11.2	1772066090_A04	oligodendrocytes	Oligo2
ca1hippocampus	4	10959	62	1	23	17.5	1772066110_F08	oligodendrocytes	Oligo4
sscortex	4	8276	38	1	24	14.6	1772062111_F05	oligodendrocytes	Oligo4
sscortex	4	19789	12	1	20	9.81	1772058177_D02	oligodendrocytes	Oligo3
sscortex	4	8438	46	1	23	10.2	1772062128_F06	oligodendrocytes	Oligo4
ca1hippocampus	4	7968	88	1	23	16.2	1772066110_H11	oligodendrocytes	Oligo4
ca1hippocampus	4	9385	37	1	23	10.6	1772066099_E05	oligodendrocytes	Oligo4
ca1hippocampus	4	9453	74	0	26	12.4	1772067076_B10	oligodendrocytes	Oligo4
ca1hippocampus	4	13195	32	-1	23	10.8	1772066077_H04	oligodendrocytes	Oligo4
ca1hippocampus	4	9518	76	1	23	10.5	1772066099_D10	oligodendrocytes	Oligo4
ca1hippocampus	4	8040	77	1	23	7.46	1772066102_E10	oligodendrocytes	Oligo4
sscortex	4	12693	86	1	24	11.4	1772062111_F11	oligodendrocytes	Oligo4
sscortex	4	14832	46	1	24	10.2	1772062111_F06	oligodendrocytes	Oligo4
sscortex	4	12675	43	1	22	9.71	1772062109_C06	oligodendrocytes	Oligo4
sscortex	4	11753	39	-1	26	12	1772062113_G05	oligodendrocytes	Oligo3
sscortex	4	15712	59	1	24	11.5	1772062111_C08	oligodendrocytes	Oligo4
sscortex	4	10219	17	1	22	11.9	1772062109_A03	oligodendrocytes	Oligo4
sscortex	4	13663	3	1	24	11.8	1772062111_C01	oligodendrocytes	Oligo4
sscortex	4	13274	45	1	24	11	1772062111_E06	oligodendrocytes	Oligo4
sscortex	4	10994	80	1	22	12.3	1772062109_H10	oligodendrocytes	Oligo4
ca1hippocampus	4	15984	88	1	23	11.6	1772066108_H11	oligodendrocytes	Oligo4
sscortex	4	13509	19	-1	26	11.7	1772063077_C03	oligodendrocytes	Oligo4
sscortex	4	15068	89	1	22	12.9	1772062116_A12	oligodendrocytes	Oligo4
sscortex	4	18166	53	1	22	11.4	1772062109_E07	oligodendrocytes	Oligo4
ca1hippocampus	4	16863	8	1	23	11.4	1772066099_H01	oligodendrocytes	Oligo4
